PE,TIM,DI_0,DI_1,DI_2,DI_3,AI_0 EgF,AI_0 PEgF,AI_0 Evt,AI_1 EgF,AI_1 PEgF,AI_1 Evt,AI_2 EgF,AI_2 PEgF,AI_2 Evt,AI_3 EgF,AI_3 PEgF,AI_3 Evt
P   ,07/04/2022 10:16,0,0,0,0,21.092,0,24.136,0,9.43,0,0,0,,,,
P   ,07/04/2022 10:17,0,0,0,0,21.092,0,24.05,0,9.583,0,0,0,,,,
P   ,07/04/2022 10:18,0,0,0,0,21.092,0,24.085,0,9.516,0,0,0,,,,
P   ,07/04/2022 10:19,0,0,0,0,21.092,0,24.203,0,9.312,0,0,0,,,,
P   ,07/04/2022 10:20,0,0,0,0,21.092,0,24.289,0,9.159,0,0,0,,,,
P   ,07/04/2022 10:21,0,0,0,0,21.092,0,24.39,0,8.971,0,0,0,,,,
P   ,07/04/2022 10:22,0,0,0,0,21.092,0,24.526,0,8.767,0,0,0,,,,
P   ,07/04/2022 10:23,0,0,0,0,21.092,0,24.492,0,8.665,0,0,0,,,,
P   ,07/04/2022 10:24,0,0,0,0,21.092,0,24.322,0,8.801,0,0,0,,,,
P   ,07/04/2022 10:25,0,0,0,0,21.092,0,24.136,0,9.124,0,0,0,,,,
P   ,07/04/2022 10:26,0,0,0,0,21.08,0,23.914,0,9.413,0,0,0,,,,
P   ,07/04/2022 10:27,0,0,0,0,21.08,0,23.744,0,9.992,0,0,0,,,,
P   ,07/04/2022 10:28,0,0,0,0,21.08,0,23.813,0,9.941,0,0,0,,,,
P   ,07/04/2022 10:29,0,0,0,0,21.08,0,23.966,0,9.719,0,0,0,,,,
P   ,07/04/2022 10:30,0,0,0,0,21.08,0,24.102,0,9.482,0,0,0,,,,
P   ,07/04/2022 10:31,0,0,0,0,21.068,0,24.22,0,9.243,0,0,0,,,,
P   ,07/04/2022 10:32,0,0,0,0,21.068,0,24.356,0,9.09,0,0,0,,,,
P   ,07/04/2022 10:33,0,0,0,0,21.068,0,24.425,0,8.904,0,0,0,,,,
P   ,07/04/2022 10:34,0,0,0,0,21.068,0,24.492,0,8.734,0,0,0,,,,
P   ,07/04/2022 10:35,0,0,0,0,21.068,0,24.322,0,8.989,0,0,0,,,,
P   ,07/04/2022 10:36,0,0,0,0,21.055,0,24.119,0,9.363,0,0,0,,,,
P   ,07/04/2022 10:37,0,0,0,0,21.055,0,23.914,0,9.702,0,0,0,,,,
P   ,07/04/2022 10:38,0,0,0,0,21.055,0,23.779,0,10.111,0,0,0,,,,
P   ,07/04/2022 10:39,0,0,0,0,21.055,0,23.643,0,10.382,0,0,0,,,,
P   ,07/04/2022 10:40,0,0,0,0,21.055,0,23.557,0,10.604,0,0,0,,,,
P   ,07/04/2022 10:41,0,0,0,0,21.055,0,23.473,0,10.722,0,0,0,,,,
P   ,07/04/2022 10:42,0,0,0,0,21.055,0,23.421,0,10.875,0,0,0,,,,
P   ,07/04/2022 10:43,0,0,0,0,21.055,0,23.387,0,11.028,0,0,0,,,,
P   ,07/04/2022 10:44,0,0,0,0,21.055,0,23.37,0,11.08,0,0,0,,,,
P   ,07/04/2022 10:45,0,0,0,0,21.055,0,23.337,0,11.147,0,0,0,,,,
P   ,07/04/2022 10:46,0,0,0,0,21.055,0,23.32,0,11.097,0,0,0,,,,
P   ,07/04/2022 10:47,0,0,0,0,21.055,0,23.303,0,11.114,0,0,0,,,,
P   ,07/04/2022 10:48,0,0,0,0,21.055,0,23.286,0,11.47,0,0,0,,,,
P   ,07/04/2022 10:49,0,0,0,0,21.043,0,23.421,0,11.147,0,0,0,,,,
P   ,07/04/2022 10:50,0,0,0,0,21.043,0,23.387,0,11.114,0,0,0,,,,
P   ,07/04/2022 10:51,0,0,0,0,21.043,0,23.37,0,11.233,0,0,0,,,,
P   ,07/04/2022 10:52,0,0,0,0,21.031,0,23.32,0,11.3,0,0,0,,,,
P   ,07/04/2022 10:53,0,0,0,0,21.031,0,23.354,0,11.42,0,0,0,,,,
P   ,07/04/2022 10:54,0,0,0,0,21.031,0,23.591,0,10.961,0,0,0,,,,
P   ,07/04/2022 10:55,0,0,0,0,21.031,0,23.796,0,10.552,0,0,0,,,,
P   ,07/04/2022 10:56,0,0,0,0,21.019,0,23.744,0,10.468,0,0,0,,,,
P   ,07/04/2022 10:57,0,0,0,0,21.019,0,23.66,0,10.501,0,0,0,,,,
P   ,07/04/2022 10:58,0,0,0,0,21.019,0,23.574,0,10.722,0,0,0,,,,
P   ,07/04/2022 10:59,0,0,0,0,21.008,0,23.49,0,10.858,0,0,0,,,,
P   ,07/04/2022 11:00,0,0,0,0,21.008,0,23.456,0,10.91,0,0,0,,,,
P   ,07/04/2022 11:01,0,0,0,0,21.008,0,23.421,0,11.045,0,0,0,,,,
P   ,07/04/2022 11:02,0,0,0,0,21.008,0,23.387,0,11.08,0,0,0,,,,
P   ,07/04/2022 11:03,0,0,0,0,21.008,0,23.354,0,11.114,0,0,0,,,,
P   ,07/04/2022 11:04,0,0,0,0,21.008,0,23.32,0,11.181,0,0,0,,,,
P   ,07/04/2022 11:05,0,0,0,0,21.008,0,23.251,0,11.284,0,0,0,,,,
P   ,07/04/2022 11:06,0,0,0,0,21.008,0,23.201,0,11.504,0,0,0,,,,
P   ,07/04/2022 11:07,0,0,0,0,21.008,0,23.184,0,11.487,0,0,0,,,,
P   ,07/04/2022 11:08,0,0,0,0,21.008,0,23.184,0,11.521,0,0,0,,,,
P   ,07/04/2022 11:09,0,0,0,0,20.996,0,23.201,0,11.504,0,0,0,,,,
P   ,07/04/2022 11:10,0,0,0,0,20.996,0,23.201,0,11.487,0,0,0,,,,
P   ,07/04/2022 11:11,0,0,0,0,20.996,0,23.167,0,11.539,0,0,0,,,,
P   ,07/04/2022 11:12,0,0,0,0,20.996,0,23.15,0,11.539,0,0,0,,,,
P   ,07/04/2022 11:13,0,0,0,0,20.996,0,23.133,0,11.521,0,0,0,,,,
P   ,07/04/2022 11:14,0,0,0,0,20.996,0,23.217,0,11.453,0,0,0,,,,
P   ,07/04/2022 11:15,0,0,0,0,20.996,0,23.523,0,10.944,0,0,0,,,,
P   ,07/04/2022 11:16,0,0,0,0,20.984,0,23.66,0,10.535,0,0,0,,,,
P   ,07/04/2022 11:17,0,0,0,0,20.984,0,23.626,0,10.587,0,0,0,,,,
P   ,07/04/2022 11:18,0,0,0,0,20.984,0,23.863,0,10.212,0,0,0,,,,
P   ,07/04/2022 11:19,0,0,0,0,20.984,0,23.863,0,10.059,0,0,0,,,,
P   ,07/04/2022 11:20,0,0,0,0,21.008,0,23.779,0,10.229,0,0,0,,,,
P   ,07/04/2022 11:21,0,0,0,0,21.008,0,23.66,0,10.434,0,0,0,,,,
P   ,07/04/2022 11:22,0,0,0,0,21.019,0,23.574,0,10.638,0,0,0,,,,
P   ,07/04/2022 11:23,0,0,0,0,21.019,0,23.574,0,10.569,0,0,0,,,,
P   ,07/04/2022 11:24,0,0,0,0,21.019,0,23.557,0,10.654,0,0,0,,,,
P   ,07/04/2022 11:25,0,0,0,0,21.031,0,23.523,0,10.757,0,0,0,,,,
P   ,07/04/2022 11:26,0,0,0,0,21.019,0,23.49,0,10.774,0,0,0,,,,
P   ,07/04/2022 11:27,0,0,0,0,21.031,0,23.438,0,10.841,0,0,0,,,,
P   ,07/04/2022 11:28,0,0,0,0,21.031,0,23.404,0,11.063,0,0,0,,,,
P   ,07/04/2022 11:29,0,0,0,0,21.031,0,23.37,0,11.25,0,0,0,,,,
P   ,07/04/2022 11:30,0,0,0,0,21.043,0,23.507,0,11.13,0,0,0,,,,
P   ,07/04/2022 11:31,0,0,0,0,21.043,0,23.643,0,10.757,0,0,0,,,,
P   ,07/04/2022 11:32,0,0,0,0,21.031,0,23.591,0,10.808,0,0,0,,,,
P   ,07/04/2022 11:33,0,0,0,0,21.031,0,23.49,0,10.994,0,0,0,,,,
P   ,07/04/2022 11:34,0,0,0,0,21.031,0,23.404,0,11.097,0,0,0,,,,
P   ,07/04/2022 11:35,0,0,0,0,21.031,0,23.37,0,11.284,0,0,0,,,,
P   ,07/04/2022 11:36,0,0,0,0,21.019,0,23.421,0,11.368,0,0,0,,,,
P   ,07/04/2022 11:37,0,0,0,0,21.019,0,23.71,0,10.791,0,0,0,,,,
P   ,07/04/2022 11:38,0,0,0,0,21.019,0,23.914,0,10.382,0,0,0,,,,
P   ,07/04/2022 11:39,0,0,0,0,21.019,0,24.102,0,9.958,0,0,0,,,,
P   ,07/04/2022 11:40,0,0,0,0,21.019,0,24.033,0,10.009,0,0,0,,,,
P   ,07/04/2022 11:41,0,0,0,0,21.019,0,23.914,0,10.246,0,0,0,,,,
P   ,07/04/2022 11:42,0,0,0,0,21.008,0,23.83,0,10.382,0,0,0,,,,
P   ,07/04/2022 11:43,0,0,0,0,21.008,0,23.744,0,10.552,0,0,0,,,,
P   ,07/04/2022 11:44,0,0,0,0,21.008,0,23.863,0,10.382,0,0,0,,,,
P   ,07/04/2022 11:45,0,0,0,0,21.008,0,23.914,0,10.281,0,0,0,,,,
P   ,07/04/2022 11:46,0,0,0,0,21.008,0,23.83,0,10.451,0,0,0,,,,
P   ,07/04/2022 11:47,0,0,0,0,21.008,0,23.727,0,10.638,0,0,0,,,,
P   ,07/04/2022 11:48,0,0,0,0,21.008,0,23.66,0,10.774,0,0,0,,,,
P   ,07/04/2022 11:49,0,0,0,0,20.996,0,23.557,0,10.977,0,0,0,,,,
P   ,07/04/2022 11:50,0,0,0,0,20.996,0,23.456,0,11.198,0,0,0,,,,
P   ,07/04/2022 11:51,0,0,0,0,20.996,0,23.387,0,11.334,0,0,0,,,,
P   ,07/04/2022 11:52,0,0,0,0,20.996,0,23.354,0,11.47,0,0,0,,,,
P   ,07/04/2022 11:53,0,0,0,0,20.996,0,23.32,0,11.42,0,0,0,,,,
P   ,07/04/2022 11:54,0,0,0,0,20.996,0,23.32,0,11.556,0,0,0,,,,
P   ,07/04/2022 11:55,0,0,0,0,20.996,0,23.286,0,11.64,0,0,0,,,,
P   ,07/04/2022 11:56,0,0,0,0,20.996,0,23.303,0,11.623,0,0,0,,,,
P   ,07/04/2022 11:57,0,0,0,0,20.996,0,23.286,0,11.573,0,0,0,,,,
P   ,07/04/2022 11:58,0,0,0,0,20.996,0,23.268,0,11.674,0,0,0,,,,
P   ,07/04/2022 11:59,0,0,0,0,20.996,0,23.251,0,11.709,0,0,0,,,,
P   ,07/04/2022 12:00,0,0,0,0,20.996,0,23.217,0,11.743,0,0,0,,,,
P   ,07/04/2022 12:01,0,0,0,0,20.996,0,23.184,0,11.929,0,0,0,,,,
P   ,07/04/2022 12:02,0,0,0,0,20.984,0,23.167,0,12.049,0,0,0,,,,
P   ,07/04/2022 12:03,0,0,0,0,20.984,0,23.167,0,12.032,0,0,0,,,,
P   ,07/04/2022 12:04,0,0,0,0,20.984,0,23.167,0,12.049,0,0,0,,,,
P   ,07/04/2022 12:05,0,0,0,0,20.984,0,23.184,0,12.083,0,0,0,,,,
P   ,07/04/2022 12:06,0,0,0,0,20.984,0,23.167,0,12.116,0,0,0,,,,
P   ,07/04/2022 12:07,0,0,0,0,20.984,0,23.184,0,12.133,0,0,0,,,,
P   ,07/04/2022 12:08,0,0,0,0,20.972,0,23.167,0,12.168,0,0,0,,,,
P   ,07/04/2022 12:09,0,0,0,0,20.972,0,23.15,0,12.168,0,0,0,,,,
P   ,07/04/2022 12:10,0,0,0,0,20.972,0,23.167,0,12.185,0,0,0,,,,
P   ,07/04/2022 12:11,0,0,0,0,20.972,0,23.184,0,12.133,0,0,0,,,,
P   ,07/04/2022 12:12,0,0,0,0,20.972,0,23.184,0,12.066,0,0,0,,,,
P   ,07/04/2022 12:13,0,0,0,0,20.972,0,23.201,0,12.049,0,0,0,,,,
P   ,07/04/2022 12:14,0,0,0,0,20.972,0,23.201,0,12.049,0,0,0,,,,
P   ,07/04/2022 12:15,0,0,0,0,20.972,0,23.217,0,12.049,0,0,0,,,,
P   ,07/04/2022 12:16,0,0,0,0,20.972,0,23.184,0,12.15,0,0,0,,,,
P   ,07/04/2022 12:17,0,0,0,0,20.972,0,23.167,0,12.252,0,0,0,,,,
P   ,07/04/2022 12:18,0,0,0,0,20.96,0,23.167,0,12.168,0,0,0,,,,
P   ,07/04/2022 12:19,0,0,0,0,20.96,0,23.167,0,12.202,0,0,0,,,,
P   ,07/04/2022 12:20,0,0,0,0,20.96,0,23.167,0,12.168,0,0,0,,,,
P   ,07/04/2022 12:21,0,0,0,0,20.96,0,23.184,0,12.066,0,0,0,,,,
P   ,07/04/2022 12:22,0,0,0,0,20.96,0,23.167,0,12.032,0,0,0,,,,
P   ,07/04/2022 12:23,0,0,0,0,20.947,0,23.167,0,12.032,0,0,0,,,,
P   ,07/04/2022 12:24,0,0,0,0,20.947,0,23.37,0,11.76,0,0,0,,,,
P   ,07/04/2022 12:25,0,0,0,0,20.947,0,23.456,0,11.403,0,0,0,,,,
P   ,07/04/2022 12:26,0,0,0,0,20.947,0,23.438,0,11.386,0,0,0,,,,
P   ,07/04/2022 12:27,0,0,0,0,20.947,0,23.438,0,11.3,0,0,0,,,,
P   ,07/04/2022 12:28,0,0,0,0,20.935,0,23.404,0,11.267,0,0,0,,,,
P   ,07/04/2022 12:29,0,0,0,0,20.935,0,23.37,0,11.317,0,0,0,,,,
P   ,07/04/2022 12:30,0,0,0,0,20.935,0,23.354,0,11.368,0,0,0,,,,
P   ,07/04/2022 12:31,0,0,0,0,20.935,0,23.337,0,11.453,0,0,0,,,,
P   ,07/04/2022 12:32,0,0,0,0,20.935,0,23.303,0,11.59,0,0,0,,,,
P   ,07/04/2022 12:33,0,0,0,0,20.935,0,23.268,0,11.657,0,0,0,,,,
P   ,07/04/2022 12:34,0,0,0,0,20.935,0,23.268,0,11.674,0,0,0,,,,
P   ,07/04/2022 12:35,0,0,0,0,20.923,0,23.217,0,11.929,0,0,0,,,,
P   ,07/04/2022 12:36,0,0,0,0,20.923,0,23.217,0,11.963,0,0,0,,,,
P   ,07/04/2022 12:37,0,0,0,0,20.923,0,23.201,0,11.997,0,0,0,,,,
P   ,07/04/2022 12:38,0,0,0,0,20.923,0,23.184,0,12.066,0,0,0,,,,
P   ,07/04/2022 12:39,0,0,0,0,20.923,0,23.184,0,12.066,0,0,0,,,,
P   ,07/04/2022 12:40,0,0,0,0,20.923,0,23.184,0,12.133,0,0,0,,,,
P   ,07/04/2022 12:41,0,0,0,0,20.923,0,23.184,0,12.133,0,0,0,,,,
P   ,07/04/2022 12:42,0,0,0,0,20.911,0,23.184,0,12.066,0,0,0,,,,
P   ,07/04/2022 12:43,0,0,0,0,20.911,0,23.234,0,12.133,0,0,0,,,,
P   ,07/04/2022 12:44,0,0,0,0,20.923,0,23.438,0,11.674,0,0,0,,,,
P   ,07/04/2022 12:45,0,0,0,0,20.923,0,23.523,0,11.403,0,0,0,,,,
P   ,07/04/2022 12:46,0,0,0,0,20.911,0,23.507,0,11.521,0,0,0,,,,
P   ,07/04/2022 12:47,0,0,0,0,20.911,0,23.507,0,11.556,0,0,0,,,,
P   ,07/04/2022 12:48,0,0,0,0,20.911,0,23.473,0,11.607,0,0,0,,,,
P   ,07/04/2022 12:49,0,0,0,0,20.911,0,23.421,0,11.692,0,0,0,,,,
P   ,07/04/2022 12:50,0,0,0,0,20.911,0,23.438,0,11.623,0,0,0,,,,
P   ,07/04/2022 12:51,0,0,0,0,20.911,0,23.421,0,11.692,0,0,0,,,,
P   ,07/04/2022 12:52,0,0,0,0,20.911,0,23.421,0,11.81,0,0,0,,,,
P   ,07/04/2022 12:53,0,0,0,0,20.911,0,23.421,0,11.81,0,0,0,,,,
P   ,07/04/2022 12:54,0,0,0,0,20.911,0,23.49,0,11.743,0,0,0,,,,
P   ,07/04/2022 12:55,0,0,0,0,20.911,0,23.523,0,11.709,0,0,0,,,,
P   ,07/04/2022 12:56,0,0,0,0,20.911,0,23.523,0,11.657,0,0,0,,,,
P   ,07/04/2022 12:57,0,0,0,0,20.911,0,23.507,0,11.623,0,0,0,,,,
P   ,07/04/2022 12:58,0,0,0,0,20.911,0,23.49,0,11.743,0,0,0,,,,
P   ,07/04/2022 12:59,0,0,0,0,20.911,0,23.438,0,11.827,0,0,0,,,,
P   ,07/04/2022 13:00,0,0,0,0,20.899,0,23.37,0,11.963,0,0,0,,,,
P   ,07/04/2022 13:01,0,0,0,0,20.899,0,23.303,0,12.15,0,0,0,,,,
P   ,07/04/2022 13:02,0,0,0,0,20.899,0,23.251,0,12.219,0,0,0,,,,
P   ,07/04/2022 13:03,0,0,0,0,20.899,0,23.234,0,12.286,0,0,0,,,,
P   ,07/04/2022 13:04,0,0,0,0,20.899,0,23.217,0,12.286,0,0,0,,,,
P   ,07/04/2022 13:05,0,0,0,0,20.899,0,23.201,0,12.372,0,0,0,,,,
P   ,07/04/2022 13:06,0,0,0,0,20.888,0,23.167,0,12.456,0,0,0,,,,
P   ,07/04/2022 13:07,0,0,0,0,20.888,0,23.15,0,12.508,0,0,0,,,,
P   ,07/04/2022 13:08,0,0,0,0,20.899,0,23.15,0,12.473,0,0,0,,,,
P   ,07/04/2022 13:09,0,0,0,0,20.888,0,23.167,0,12.456,0,0,0,,,,
P   ,07/04/2022 13:10,0,0,0,0,20.899,0,23.201,0,12.372,0,0,0,,,,
P   ,07/04/2022 13:11,0,0,0,0,20.899,0,23.201,0,12.355,0,0,0,,,,
P   ,07/04/2022 13:12,0,0,0,0,20.899,0,23.201,0,12.355,0,0,0,,,,
P   ,07/04/2022 13:13,0,0,0,0,20.899,0,23.184,0,12.389,0,0,0,,,,
P   ,07/04/2022 13:14,0,0,0,0,20.899,0,23.201,0,12.508,0,0,0,,,,
P   ,07/04/2022 13:15,0,0,0,0,20.888,0,23.303,0,12.133,0,0,0,,,,
P   ,07/04/2022 13:16,0,0,0,0,20.888,0,23.404,0,12.015,0,0,0,,,,
P   ,07/04/2022 13:17,0,0,0,0,20.888,0,23.557,0,11.76,0,0,0,,,,
P   ,07/04/2022 13:18,0,0,0,0,20.888,0,23.727,0,11.453,0,0,0,,,,
P   ,07/04/2022 13:19,0,0,0,0,20.888,0,23.914,0,11.097,0,0,0,,,,
P   ,07/04/2022 13:20,0,0,0,0,20.876,0,24.136,0,10.535,0,0,0,,,,
P   ,07/04/2022 13:21,0,0,0,0,20.876,0,24.05,0,10.552,0,0,0,,,,
P   ,07/04/2022 13:22,0,0,0,0,20.876,0,23.949,0,10.654,0,0,0,,,,
P   ,07/04/2022 13:23,0,0,0,0,20.876,0,23.83,0,10.841,0,0,0,,,,
P   ,07/04/2022 13:24,0,0,0,0,20.864,0,23.693,0,11.028,0,0,0,,,,
P   ,07/04/2022 13:25,0,0,0,0,20.864,0,23.591,0,11.284,0,0,0,,,,
P   ,07/04/2022 13:26,0,0,0,0,20.864,0,23.523,0,11.334,0,0,0,,,,
P   ,07/04/2022 13:27,0,0,0,0,20.864,0,23.421,0,11.437,0,0,0,,,,
P   ,07/04/2022 13:28,0,0,0,0,20.864,0,23.387,0,11.487,0,0,0,,,,
P   ,07/04/2022 13:29,0,0,0,0,20.852,0,23.37,0,11.573,0,0,0,,,,
P   ,07/04/2022 13:30,0,0,0,0,20.852,0,23.354,0,11.59,0,0,0,,,,
P   ,07/04/2022 13:31,0,0,0,0,20.852,0,23.354,0,11.487,0,0,0,,,,
P   ,07/04/2022 13:32,0,0,0,0,20.852,0,23.337,0,11.573,0,0,0,,,,
P   ,07/04/2022 13:33,0,0,0,0,20.852,0,23.337,0,11.521,0,0,0,,,,
P   ,07/04/2022 13:34,0,0,0,0,20.864,0,23.337,0,11.539,0,0,0,,,,
P   ,07/04/2022 13:35,0,0,0,0,20.864,0,23.32,0,11.521,0,0,0,,,,
P   ,07/04/2022 13:36,0,0,0,0,20.852,0,23.303,0,11.504,0,0,0,,,,
P   ,07/04/2022 13:37,0,0,0,0,20.852,0,23.32,0,11.453,0,0,0,,,,
P   ,07/04/2022 13:38,0,0,0,0,20.852,0,23.286,0,11.453,0,0,0,,,,
P   ,07/04/2022 13:39,0,0,0,0,20.852,0,23.286,0,11.42,0,0,0,,,,
P   ,07/04/2022 13:40,0,0,0,0,20.852,0,23.268,0,11.47,0,0,0,,,,
P   ,07/04/2022 13:41,0,0,0,0,20.852,0,23.217,0,11.504,0,0,0,,,,
P   ,07/04/2022 13:42,0,0,0,0,20.839,0,23.167,0,11.64,0,0,0,,,,
P   ,07/04/2022 13:43,0,0,0,0,20.839,0,23.133,0,11.743,0,0,0,,,,
P   ,07/04/2022 13:44,0,0,0,0,20.839,0,23.133,0,11.76,0,0,0,,,,
P   ,07/04/2022 13:45,0,0,0,0,20.839,0,23.098,0,11.844,0,0,0,,,,
P   ,07/04/2022 13:46,0,0,0,0,20.839,0,23.064,0,11.896,0,0,0,,,,
P   ,07/04/2022 13:47,0,0,0,0,20.839,0,23.047,0,11.946,0,0,0,,,,
P   ,07/04/2022 13:48,0,0,0,0,20.839,0,23.047,0,11.963,0,0,0,,,,
P   ,07/04/2022 13:49,0,0,0,0,20.839,0,23.064,0,11.913,0,0,0,,,,
P   ,07/04/2022 13:50,0,0,0,0,20.839,0,23.047,0,11.963,0,0,0,,,,
P   ,07/04/2022 13:51,0,0,0,0,20.839,0,23.047,0,12.015,0,0,0,,,,
P   ,07/04/2022 13:52,0,0,0,0,20.839,0,23.047,0,11.963,0,0,0,,,,
P   ,07/04/2022 13:53,0,0,0,0,20.839,0,23.014,0,12.049,0,0,0,,,,
P   ,07/04/2022 13:54,0,0,0,0,20.839,0,23.031,0,12.032,0,0,0,,,,
P   ,07/04/2022 13:55,0,0,0,0,20.839,0,23.031,0,11.963,0,0,0,,,,
P   ,07/04/2022 13:56,0,0,0,0,20.839,0,23.031,0,11.98,0,0,0,,,,
P   ,07/04/2022 13:57,0,0,0,0,20.839,0,23.047,0,11.963,0,0,0,,,,
P   ,07/04/2022 13:58,0,0,0,0,20.839,0,23.064,0,11.963,0,0,0,,,,
P   ,07/04/2022 13:59,0,0,0,0,20.839,0,23.081,0,11.98,0,0,0,,,,
P   ,07/04/2022 14:00,0,0,0,0,20.839,0,23.047,0,12.133,0,0,0,,,,
P   ,07/04/2022 14:01,0,0,0,0,20.839,0,23.014,0,12.236,0,0,0,,,,
P   ,07/04/2022 14:02,0,0,0,0,20.839,0,23.031,0,12.236,0,0,0,,,,
P   ,07/04/2022 14:03,0,0,0,0,20.839,0,23.031,0,12.303,0,0,0,,,,
P   ,07/04/2022 14:04,0,0,0,0,20.839,0,23.031,0,12.355,0,0,0,,,,
P   ,07/04/2022 14:05,0,0,0,0,20.839,0,23.014,0,12.439,0,0,0,,,,
P   ,07/04/2022 14:06,0,0,0,0,20.839,0,23.031,0,12.473,0,0,0,,,,
P   ,07/04/2022 14:07,0,0,0,0,20.839,0,22.997,0,12.542,0,0,0,,,,
P   ,07/04/2022 14:08,0,0,0,0,20.839,0,23.014,0,12.559,0,0,0,,,,
P   ,07/04/2022 14:09,0,0,0,0,20.839,0,23.014,0,12.644,0,0,0,,,,
P   ,07/04/2022 14:10,0,0,0,0,20.839,0,23.014,0,12.678,0,0,0,,,,
P   ,07/04/2022 14:11,0,0,0,0,20.839,0,23.047,0,12.796,0,0,0,,,,
P   ,07/04/2022 14:12,0,0,0,0,20.839,0,23.251,0,12.338,0,0,0,,,,
P   ,07/04/2022 14:13,0,0,0,0,20.839,0,23.337,0,12.049,0,0,0,,,,
P   ,07/04/2022 14:14,0,0,0,0,20.839,0,23.354,0,12.066,0,0,0,,,,
P   ,07/04/2022 14:15,0,0,0,0,20.839,0,23.32,0,12.168,0,0,0,,,,
P   ,07/04/2022 14:16,0,0,0,0,20.839,0,23.303,0,12.252,0,0,0,,,,
P   ,07/04/2022 14:17,0,0,0,0,20.852,0,23.268,0,12.286,0,0,0,,,,
P   ,07/04/2022 14:18,0,0,0,0,20.852,0,23.234,0,12.473,0,0,0,,,,
P   ,07/04/2022 14:19,0,0,0,0,20.852,0,23.217,0,12.525,0,0,0,,,,
P   ,07/04/2022 14:20,0,0,0,0,20.839,0,23.184,0,12.695,0,0,0,,,,
P   ,07/04/2022 14:21,0,0,0,0,20.839,0,23.133,0,12.865,0,0,0,,,,
P   ,07/04/2022 14:22,0,0,0,0,20.839,0,23.098,0,12.967,0,0,0,,,,
P   ,07/04/2022 14:23,0,0,0,0,20.839,0,23.115,0,12.967,0,0,0,,,,
P   ,07/04/2022 14:24,0,0,0,0,20.839,0,23.115,0,13.035,0,0,0,,,,
P   ,07/04/2022 14:25,0,0,0,0,20.839,0,23.115,0,12.984,0,0,0,,,,
P   ,07/04/2022 14:26,0,0,0,0,20.839,0,23.098,0,12.967,0,0,0,,,,
P   ,07/04/2022 14:27,0,0,0,0,20.839,0,23.098,0,12.984,0,0,0,,,,
P   ,07/04/2022 14:28,0,0,0,0,20.839,0,23.081,0,12.967,0,0,0,,,,
P   ,07/04/2022 14:29,0,0,0,0,20.839,0,23.081,0,12.984,0,0,0,,,,
P   ,07/04/2022 14:30,0,0,0,0,20.839,0,23.115,0,12.881,0,0,0,,,,
P   ,07/04/2022 14:31,0,0,0,0,20.839,0,23.115,0,12.898,0,0,0,,,,
P   ,07/04/2022 14:32,0,0,0,0,20.839,0,23.098,0,12.881,0,0,0,,,,
P   ,07/04/2022 14:33,0,0,0,0,20.839,0,23.098,0,12.898,0,0,0,,,,
P   ,07/04/2022 14:34,0,0,0,0,20.839,0,23.081,0,12.779,0,0,0,,,,
P   ,07/04/2022 14:35,0,0,0,0,20.839,0,23.064,0,12.984,0,0,0,,,,
P   ,07/04/2022 14:36,0,0,0,0,20.839,0,23.064,0,13.085,0,0,0,,,,
P   ,07/04/2022 14:37,0,0,0,0,20.839,0,23.064,0,13.085,0,0,0,,,,
P   ,07/04/2022 14:38,0,0,0,0,20.839,0,23.047,0,13.188,0,0,0,,,,
P   ,07/04/2022 14:39,0,0,0,0,20.839,0,23.031,0,13.307,0,0,0,,,,
P   ,07/04/2022 14:40,0,0,0,0,20.827,0,23.031,0,13.357,0,0,0,,,,
P   ,07/04/2022 14:41,0,0,0,0,20.827,0,23.031,0,13.324,0,0,0,,,,
P   ,07/04/2022 14:42,0,0,0,0,20.827,0,23.031,0,13.357,0,0,0,,,,
P   ,07/04/2022 14:43,0,0,0,0,20.827,0,23.081,0,13.29,0,0,0,,,,
P   ,07/04/2022 14:44,0,0,0,0,20.827,0,23.184,0,13.171,0,0,0,,,,
P   ,07/04/2022 14:45,0,0,0,0,20.827,0,23.438,0,12.644,0,0,0,,,,
P   ,07/04/2022 14:46,0,0,0,0,20.827,0,23.49,0,12.405,0,0,0,,,,
P   ,07/04/2022 14:47,0,0,0,0,20.827,0,23.456,0,12.439,0,0,0,,,,
P   ,07/04/2022 14:48,0,0,0,0,20.827,0,23.438,0,12.456,0,0,0,,,,
P   ,07/04/2022 14:49,0,0,0,0,20.827,0,23.404,0,12.609,0,0,0,,,,
P   ,07/04/2022 14:50,0,0,0,0,20.827,0,23.354,0,12.695,0,0,0,,,,
P   ,07/04/2022 14:51,0,0,0,0,20.827,0,23.303,0,12.848,0,0,0,,,,
P   ,07/04/2022 14:52,0,0,0,0,20.827,0,23.268,0,12.865,0,0,0,,,,
P   ,07/04/2022 14:53,0,0,0,0,20.827,0,23.234,0,12.967,0,0,0,,,,
P   ,07/04/2022 14:54,0,0,0,0,20.827,0,23.201,0,13.035,0,0,0,,,,
P   ,07/04/2022 14:55,0,0,0,0,20.827,0,23.184,0,13.085,0,0,0,,,,
P   ,07/04/2022 14:56,0,0,0,0,20.815,0,23.098,0,13.238,0,0,0,,,,
P   ,07/04/2022 14:57,0,0,0,0,20.815,0,23.133,0,13.154,0,0,0,,,,
